created_at,date,user_id,username,name,tweet,link,tweet_preproc,Label
1657017100000.0,2022-07-05 17:31:40,1148133505110441984,DetaxId,Detax ID,hoax efektivitas vaksin pfizer hanya sebesar via,https://twitter.com/DetaxId/status/1544267762784440321,"['hoax', 'efektivitas', 'vaksin', 'pfizer', 'hanya', 'besar', 'via']",HOAKS
1656699606000.0,2022-07-02 01:20:06,41730943,VIVAcoid,VivaCoid,cek fakta efektivitas vaksin pfizer hanya,https://twitter.com/VIVAcoid/status/1542936095448412160,"['cek', 'fakta', 'efektivitas', 'vaksin', 'pfizer', 'hanya']",HOAKS
1656597197000.0,2022-06-30 20:53:17,1078596501264203777,cekfaktacom,cekfaktacom,salah efektivitas vaksin pfizer hanya sebesar akun twitter levanalomma mengunggah cuitan berupa gambar yang di dalamnya terdapat klaim bahwa efektivitas vaksin prizer bukan namun hanya sebesar,https://twitter.com/cekfaktacom/status/1542506563197628416,"['salah', 'efektivitas', 'vaksin', 'pfizer', 'hanya', 'besar', 'akun', 'twitter', 'levanalomma', 'unggah', 'cuit', 'upa', 'gambar', 'yang', 'di', 'dalam', 'dapat', 'klaim', 'bahwa', 'efektivitas', 'vaksin', 'prizer', 'bukan', 'namun', 'hanya', 'besar']",HOAKS
1656482301000.0,2022-06-29 12:58:21,1441280439251980300,PortalSDAdotcom,Portal Sidoarjo,salah efektivitas vaksin pfizer hanya sebesar,https://twitter.com/PortalSDAdotcom/status/1542024653052547072,"['salah', 'efektivitas', 'vaksin', 'pfizer', 'hanya', 'besar']",HOAKS
1656479993000.0,2022-06-29 12:19:53,2864861259,kabarpol,kabarpol,turn back hoax salah efektivitas vaksin pfizer hanya sebesar,https://twitter.com/kabarpol/status/1542014971588055041,"['turn', 'back', 'hoax', 'salah', 'efektivitas', 'vaksin', 'pfizer', 'hanya', 'besar']",HOAKS
1656479987000.0,2022-06-29 12:19:47,319553396,kabarpolitik,KabarPolitik,turn back hoax salah efektivitas vaksin pfizer hanya sebesar,https://twitter.com/kabarpolitik/status/1542014948045455366,"['turn', 'back', 'hoax', 'salah', 'efektivitas', 'vaksin', 'pfizer', 'hanya', 'besar']",HOAKS
1646230967000.0,2022-03-02 21:22:47,2930353956,bd_baskoro,Bambang D Baskoro,sebuah penelitian yang dirilis senin menunjukkan efektivitas vaksin covid pfizer pada anak berusia hingga tahun hanya setelah periode pengamatan minggu menurut new york times pejabat kesehatan federal mengetahui temuan tersebut sejak awal februari,https://twitter.com/bd_baskoro/status/1499027443843497985,"['buah', 'teliti', 'yang', 'rilis', 'senin', 'tunjuk', 'efektivitas', 'vaksin', 'covid', 'pfizer', 'pada', 'anak', 'usia', 'hingga', 'tahun', 'hanya', 'telah', 'periode', 'amat', 'minggu', 'turut', 'new', 'york', 'times', 'jabat', 'sehat', 'federal', 'tahu', 'temu', 'sebut', 'sejak', 'awal', 'februari']",HOAKS
1646198234000.0,2022-03-02 12:17:14,723852215991996420,Haji_Bajuri,HajiBajuri,utk anak tahun efektivitas vaksin pfizer hanya,https://twitter.com/Haji_Bajuri/status/1498890150796881921,"['untuk', 'anak', 'tahun', 'efektivitas', 'vaksin', 'pfizer', 'hanya']",HOAKS
1646122354000.0,2022-03-01 15:12:34,154102750,Beritasatu,BeritaSatu,efektivitas vaksin pfizer covid hanya melawan omicron pada anakanak berusia hingga tahun selengkapnya,https://twitter.com/Beritasatu/status/1498571886837448706,"['efektivitas', 'vaksin', 'pfizer', 'covid', 'hanya', 'lawan', 'omicron', 'pada', 'anakanak', 'usia', 'hingga', 'tahun', 'lengkap']",HOAKS
1655368978000.0,2022-06-16 15:42:58,1249972882626637824,lawancovid19_id,KPCPEN #PakaiMasker,disebutkan bahwa pria tersebut ditangkap karena merupakan pembuat virus covid dengan tambahan narasi alhamdulillah biang virus corona nya sudah tertangkap faktanya informasi tersebut tidak benar,https://twitter.com/lawancovid19_id/status/1537355036581236737,"['sebut', 'bahwa', 'pria', 'sebut', 'tangkap', 'karena', 'rupa', 'buat', 'virus', 'covid', 'dengan', 'tambah', 'narasi', 'alhamdulillah', 'biang', 'virus', 'corona', 'nya', 'sudah', 'tangkap', 'fakta', 'informasi', 'sebut', 'tidak', 'benar']",HOAKS
