created_at,date,user_id,username,name,tweet,link,tweet_preproc,Label
1648538163000.0,2022-03-29 14:16:03,47596019,liputan6dotcom,LIPUTAN6,cek fakta tidak benar who tak pernah sarankan pakai masker,https://twitter.com/liputan6dotcom/status/1508704523639918602,"['cek', 'fakta', 'tidak', 'benar', 'who', 'tak', 'pernah', 'saran', 'pakai', 'masker']",1
1648529825000.0,2022-03-29 11:57:05,47596019,liputan6dotcom,LIPUTAN6,tarawih diperbolehkan pbnu minta pemerintah sediakan masker di masjid,https://twitter.com/liputan6dotcom/status/1508669549985423362,"['tarawih', 'boleh', 'pbnu', 'minta', 'perintah', 'sedia', 'masker', 'di', 'masjid']",1
1648166886000.0,2022-03-25 07:08:06,47596019,liputan6dotcom,LIPUTAN6,dokter paru anjurkan pakai masker kn bagi yang ingin mudik lebaran,https://twitter.com/liputan6dotcom/status/1507147276539420675,"['dokter', 'paru', 'anjur', 'pakai', 'masker', 'kn', 'bagi', 'yang', 'ingin', 'mudik', 'lebaran']",1
1648110245000.0,2022-03-24 15:24:05,47596019,liputan6dotcom,LIPUTAN6,kanada jatuhkan sanksi baru pada kasus penumpang pesawat tidak pakai masker dan belum vaksin covid,https://twitter.com/liputan6dotcom/status/1506909703967715331,"['kanada', 'jatuh', 'sanksi', 'baru', 'pada', 'kasus', 'tumpang', 'pesawat', 'tidak', 'pakai', 'masker', 'dan', 'belum', 'vaksin', 'covid']",1
1648041156000.0,2022-03-23 20:12:36,47596019,liputan6dotcom,LIPUTAN6,satgas covid masih ada desakelurahan kurang patuh pakai masker,https://twitter.com/liputan6dotcom/status/1506619923702816778,"['satgas', 'covid', 'masih', 'ada', 'desakelurahan', 'kurang', 'patuh', 'pakai', 'masker']",1
1648034167000.0,2022-03-23 18:16:07,47596019,liputan6dotcom,LIPUTAN6,vaksinasi booster jadi syarat mudik lebaran pakai masker jangan dilupakan,https://twitter.com/liputan6dotcom/status/1506590612954386436,"['vaksinasi', 'booster', 'jadi', 'syarat', 'mudik', 'lebaran', 'pakai', 'masker', 'jangan', 'lupa']",1
1647607113000.0,2022-03-18 19:38:33,47596019,liputan6dotcom,LIPUTAN6,video nyeleneh siswa sd pakai masker wajah saat jam kelas,https://twitter.com/liputan6dotcom/status/1504799416833642500,"['video', 'nyeleneh', 'siswa', 'sd', 'pakai', 'masker', 'wajah', 'saat', 'jam', 'kelas']",1
1647414337000.0,2022-03-16 14:05:37,47596019,liputan6dotcom,LIPUTAN6,istana jelaskan soal pembalap motogp tak pakai masker saat bertemu jokowi,https://twitter.com/liputan6dotcom/status/1503990854083440641,"['istana', 'jelas', 'soal', 'balap', 'motogp', 'tak', 'pakai', 'masker', 'saat', 'temu', 'jokowi']",1
1647317285000.0,2022-03-15 11:08:05,47596019,liputan6dotcom,LIPUTAN6,waspadai varian omicron ba luhut tekankan tetap pakai masker,https://twitter.com/liputan6dotcom/status/1503583789313712130,"['waspada', 'varian', 'omicron', 'baru', 'luhut', 'tekan', 'tetap', 'pakai', 'masker']",1
1647260824000.0,2022-03-14 19:27:04,47596019,liputan6dotcom,LIPUTAN6,muncul subvarian covid omicron ba luhut prokes dan pakai masker harus dilakukan,https://twitter.com/liputan6dotcom/status/1503346974099062784,"['muncul', 'subvarian', 'covid', 'omicron', 'baru', 'luhut', 'prokes', 'dan', 'pakai', 'masker', 'harus', 'laku']",1
1647204363000.0,2022-03-14 03:46:03,47596019,liputan6dotcom,LIPUTAN6,bupati bandung yakin wilayahnya masuk endemi meski persen warga abaikan masker,https://twitter.com/liputan6dotcom/status/1503110161564508160,"['bupati', 'bandung', 'yakin', 'wilayah', 'masuk', 'endemi', 'meski', 'persen', 'warga', 'abai', 'masker']",1
1646921227000.0,2022-03-10 21:07:07,47596019,liputan6dotcom,LIPUTAN6,prancis cabut kewajiban pakai masker di dalam ruangan hingga jaga jarak mulai maret,https://twitter.com/liputan6dotcom/status/1501922602943582210,"['prancis', 'cabut', 'wajib', 'pakai', 'masker', 'di', 'dalam', 'ruang', 'hingga', 'jaga', 'jarak', 'mulai', 'maret']",1
1646904096000.0,2022-03-10 16:21:36,47596019,liputan6dotcom,LIPUTAN6,foto operasi tertib masker terkait penerapan protokol kesehatan covid,https://twitter.com/liputan6dotcom/status/1501850750946738178,"['foto', 'operasi', 'tertib', 'masker', 'kait', 'terap', 'protokol', 'sehat', 'covid']",1
1646888973000.0,2022-03-10 12:09:33,47596019,liputan6dotcom,LIPUTAN6,epidemiolog sebut aturan lepas masker di indonesia belum bisa dilakukan dalam waktu dekat,https://twitter.com/liputan6dotcom/status/1501787319421968393,"['epidemiolog', 'sebut', 'atur', 'lepas', 'masker', 'di', 'indonesia', 'belum', 'bisa', 'laku', 'dalam', 'waktu', 'dekat']",1
1646097017000.0,2022-03-01 08:10:17,47596019,liputan6dotcom,LIPUTAN6,masker sebabkan oksigen susah masuk dan karbon dioksida menumpuk mitos atau fakta,https://twitter.com/liputan6dotcom/status/1498465613265526787,"['masker', 'sebab', 'oksigen', 'susah', 'masuk', 'dan', 'karbon', 'dioksida', 'tumpuk', 'mitos', 'atau', 'fakta']",1
1646053624000.0,2022-02-28 20:07:04,47596019,liputan6dotcom,LIPUTAN6,uea tak lagi wajibkan pakai masker di luar ruangan dan longgarkan syarat tes pcr,https://twitter.com/liputan6dotcom/status/1498283612201881608,"['uea', 'tak', 'lagi', 'wajib', 'pakai', 'masker', 'di', 'luar', 'ruang', 'dan', 'longgar', 'syarat', 'tes', 'pcr']",1
1646001842000.0,2022-02-28 05:44:02,47596019,liputan6dotcom,LIPUTAN6,madam kin bagibagi uang di lampu merah cibinong ajak masyarakat untuk tetap pakai masker,https://twitter.com/liputan6dotcom/status/1498066424295661569,"['madam', 'kin', 'bagibagi', 'uang', 'di', 'lampu', 'merah', 'cibinong', 'ajak', 'masyarakat', 'untuk', 'tetap', 'pakai', 'masker']",1
1645885506000.0,2022-02-26 21:25:06,47596019,liputan6dotcom,LIPUTAN6,cdc sebut tidak perlu pakai masker untuk daerah tingkat covid rendah dan sedang di amerika serikat,https://twitter.com/liputan6dotcom/status/1497578475011522561,"['cdc', 'sebut', 'tidak', 'perlu', 'pakai', 'masker', 'untuk', 'daerah', 'tingkat', 'covid', 'rendah', 'dan', 'sedang', 'di', 'amerika', 'serikat']",1
1645881003000.0,2022-02-26 20:10:03,47596019,liputan6dotcom,LIPUTAN6,alasan masker medis lebih melindungi dari omicron,https://twitter.com/liputan6dotcom/status/1497559585867001859,"['alas', 'masker', 'medis', 'lebih', 'lindung', 'dari', 'omicron']",1
1645743905000.0,2022-02-25 06:05:05,47596019,liputan6dotcom,LIPUTAN6,wamenkes dante pilih mana sesak kena covid atau karena pakai masker,https://twitter.com/liputan6dotcom/status/1496984557416902657,"['wamenkes', 'dante', 'pilih', 'mana', 'sesak', 'kena', 'covid', 'atau', 'karena', 'pakai', 'masker']",1
