created_at,date,user_id,username,name,tweet,link,tweet_preproc,Label
1640608094000.0,2021-12-27 19:28:14,1466991870739845125,Galuna__,Galuna,ri gais memang vaksin gak bisa buat kita gak kena covid tapi vaksin meminimalisir kita bisa kena covid,https://twitter.com/Galuna__/status/1475443404955807744,"['ri', 'gais', 'memang', 'vaksin', 'tidak', 'bisa', 'buat', 'kita', 'tidak', 'kena', 'covid', 'tapi', 'vaksin', 'meminimalisir', 'kita', 'bisa', 'kena', 'covid']",1
1640439882000.0,2021-12-25 20:44:42,1303272534360563712,jjimkyu,Jaeha,mngkin ga sii seokjin terpapar di korea soalnya klo dr amrik ga mungkin baru muncul skrg stay safe everyone taat prokes terus vaksin doang ga jamin terhindar dr covid ingat itu tp bisa meminimalisir kemungkinan terburuk klo terpapar,https://twitter.com/jjimkyu/status/1474737872909467655,"['mngkin', 'tidak', 'sii', 'seokjin', 'papar', 'di', 'korea', 'soal', 'kalau', 'dari', 'amrik', 'tidak', 'mungkin', 'baru', 'muncul', 'sekarang', 'stay', 'safe', 'everyone', 'taat', 'prokes', 'terus', 'vaksin', 'saja', 'tidak', 'jamin', 'hindar', 'dari', 'covid', 'ingat', 'itu', 'tapi', 'bisa', 'meminimalisir', 'mungkin', 'buruk', 'kalau', 'papar']",1
1640152011000.0,2021-12-22 12:46:51,109449579,inacurse,Mohammad Rizki Adi P,intinya karena anak di bawah tahun belum vaksin keseluruhan tidak seperti dewasa jadi perlu ada tes covid yang lebih akurat yaitu pcr untuk meminimalisir resiko penyebaran,https://twitter.com/inacurse/status/1473530451599921152,"['inti', 'karena', 'anak', 'di', 'bawah', 'tahun', 'belum', 'vaksin', 'seluruh', 'tidak', 'seperti', 'dewasa', 'jadi', 'perlu', 'ada', 'tes', 'covid', 'yang', 'lebih', 'akurat', 'yaitu', 'pcr', 'untuk', 'meminimalisir', 'resiko', 'sebar']",1
1639645404000.0,2021-12-16 16:03:24,2907040202,Anggita_lung,Loli,setelah mendapatkan vaksin dosis pertama kita dianjurkan untuk mengikuti vaksin dosis kedua hal ini penting untuk meminimalisir terjadinya penularan covid hal ini untuk mengantisipasi lonjakan menjelang libur nataru lawan pandemi,https://twitter.com/Anggita_lung/status/1471405588034691072,"['telah', 'dapat', 'vaksin', 'dosis', 'pertama', 'kita', 'anjur', 'untuk', 'ikut', 'vaksin', 'dosis', 'dua', 'hal', 'ini', 'penting', 'untuk', 'meminimalisir', 'jadi', 'tular', 'covid', 'hal', 'ini', 'untuk', 'antisipasi', 'lonjak', 'jelang', 'libur', 'nataru', 'lawan', 'pandemi']",1
1639632720000.0,2021-12-16 12:32:00,1404666550758510593,Ayunin___,Ayunin,semakin banyak yg divaksinasi mk terwujud pula herd immunity vaksin jg terbukti efektif utk meminimalisir pnlaran dn mengurangi gjl hingga menekan rsiko kematian jd ayo vaksin dn dan displin prokes biar ttp aman jgn sampe nataru angka covid mencuak lg,https://twitter.com/Ayunin___/status/1471352388560642050,"['makin', 'banyak', 'yang', 'vaksinasi', 'mk', 'wujud', 'pula', 'herd', 'immunity', 'vaksin', 'juga', 'bukti', 'efektif', 'untuk', 'meminimalisir', 'pnlaran', 'dn', 'kurang', 'gjl', 'hingga', 'tekan', 'rsiko', 'mati', 'jadi', 'ayo', 'vaksin', 'dn', 'dan', 'displin', 'prokes', 'biar', 'ttp', 'aman', 'jangan', 'sampe', 'nataru', 'angka', 'covid', 'cuak', 'lagi']",1
1639568770000.0,2021-12-15 18:46:10,110437554,ListyaLin,listyalin,wung riririi iya utk skrg sdh vaksin covid pun masi bisa kena tp setdknya meminimalisir penularan menolak vaksin memperlambat herd immunity jg meningkatkan resiko ada variant baru bikin pandemi makin pjg iya bs pilih tp ga semdh capcipcup krna pilihan km bs kasi resiko ke bnyk org,https://twitter.com/ListyaLin/status/1471084163956502532,"['wung', 'riririi', 'iya', 'untuk', 'sekarang', 'sudah', 'vaksin', 'covid', 'pun', 'mas', 'bisa', 'kena', 'tapi', 'setdknya', 'meminimalisir', 'tular', 'tolak', 'vaksin', 'lambat', 'herd', 'immunity', 'juga', 'tingkat', 'resiko', 'ada', 'variant', 'baru', 'bikin', 'pandemi', 'makin', 'pjg', 'iya', 'bs', 'pilih', 'tapi', 'tidak', 'semdh', 'capcipcup', 'krna', 'pilih', 'km', 'bs', 'kasi', 'resiko', 'ke', 'bnyk', 'org']",1
1639352835000.0,2021-12-13 06:47:15,1300320506629906432,kalla_jengking,Kalla Jengking,mari kita vaksin untuk terwujudnya herd imunity secara nasional dngn divaksin tentunya sangat efektif meminimalisir penularan covid kita jangan abai dngn terjadinya lonjakan pada saat natal dan tahun baru tentu saja kita harus divaksin agar tidak terjadi gelombang ke tiga,https://twitter.com/kalla_jengking/status/1470178465278169090,"['mari', 'kita', 'vaksin', 'untuk', 'wujud', 'herd', 'imunity', 'cara', 'nasional', 'dngn', 'vaksin', 'tentu', 'sangat', 'efektif', 'meminimalisir', 'tular', 'covid', 'kita', 'jangan', 'abai', 'dngn', 'jadi', 'lonjak', 'pada', 'saat', 'natal', 'dan', 'tahun', 'baru', 'tentu', 'saja', 'kita', 'harus', 'vaksin', 'agar', 'tidak', 'jadi', 'gelombang', 'ke', 'tiga']",1
1639299185000.0,2021-12-12 15:53:05,1300320506629906432,kalla_jengking,Kalla Jengking,mari kita vaksin untuk terwujudnya herd imunity secara nasional dngn divaksin tentunya sangat efektif meminimalisir penularan covid kita jangan abai dngn terjadinya lonjakan pada saat natal dan tahun baru tentu saja kita harus divaksin agar tidak terjadi gelombang ke tiga,https://twitter.com/kalla_jengking/status/1469953439400546312,"['mari', 'kita', 'vaksin', 'untuk', 'wujud', 'herd', 'imunity', 'cara', 'nasional', 'dngn', 'vaksin', 'tentu', 'sangat', 'efektif', 'meminimalisir', 'tular', 'covid', 'kita', 'jangan', 'abai', 'dngn', 'jadi', 'lonjak', 'pada', 'saat', 'natal', 'dan', 'tahun', 'baru', 'tentu', 'saja', 'kita', 'harus', 'vaksin', 'agar', 'tidak', 'jadi', 'gelombang', 'ke', 'tiga']",1
1638832002000.0,2021-12-07 06:06:42,307856074,HanifahAndini96,H@nifah Andini 🌻,semakin banyak org yg melakukan vaksin di sebuah daerah atau negara maka herd immunity akan tercapai sehingga meminimalisir risiko paparan dan mutasi dari virus covid,https://twitter.com/HanifahAndini96/status/1467993934181715976,"['makin', 'banyak', 'org', 'yang', 'laku', 'vaksin', 'di', 'buah', 'daerah', 'atau', 'negara', 'maka', 'herd', 'immunity', 'akan', 'capai', 'sehingga', 'meminimalisir', 'risiko', 'papar', 'dan', 'mutasi', 'dari', 'virus', 'covid']",1
1638523306000.0,2021-12-03 16:21:46,1399476352982556673,KomatKamiit,KomatKamit Jambrong,disiplin prokes dan vaksinasi akan percepat terbentuknya herd immunitiy plus cegah gelombang ketiga covid vaksin aman dn efektif tuk cegah covid dgn gejala berat dn meminimalisir resioko kematian,https://twitter.com/KomatKamiit/status/1466699169989480453,"['disiplin', 'prokes', 'dan', 'vaksinasi', 'akan', 'cepat', 'bentuk', 'herd', 'immunitiy', 'plus', 'cegah', 'gelombang', 'tiga', 'covid', 'vaksin', 'aman', 'dn', 'efektif', 'tuk', 'cegah', 'covid', 'dengan', 'gejala', 'berat', 'dn', 'meminimalisir', 'resioko', 'mati']",1
