created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1648607526000.0,2022-03-30 09:32:06,23343960,kompascom,Kompas.com,meski pasar tanah abang padat  pengunjung tetap terpantau menerapkan protokol kesehatan  seperti menggunakan masker di tengah penyebaran covid      ,https://twitter.com/kompascom/status/1508995452296839168,"[('pasar', 'n'), ('tanah', 'n'), ('abang', 'n'), ('padat', 'n'), ('pengunjung', 'n'), ('terpantau', 'n'), ('menerapkan', 'n'), ('protokol', 'n'), ('kesehatan', 'n'), ('masker', 'n'), ('penyebaran', 'n'), ('covid', 'n')]",FAKTA
1648546565000.0,2022-03-29 16:36:05,23343960,kompascom,Kompas.com,unlock iphone dengan face id kini bisa dilakukan tanpa lepas masker  caranya bisa langsung lewat menu pengaturan atau memanfaatkan apple watch   ,https://twitter.com/kompascom/status/1508739763003539459,"[('unlock', 'n'), ('iphone', 'n'), ('face', 'n'), ('id', 'n'), ('lepas', 'n'), ('masker', 'n'), ('langsung', 'n'), ('menu', 'n'), ('pengaturan', 'n'), ('memanfaatkan', 'n'), ('apple', 'n'), ('watch', 'n')]",FAKTA
1648374452000.0,2022-03-27 16:47:32,23343960,kompascom,Kompas.com,penembak kesal karena disuruh pakai masker  merasa hak haknya dilanggar  ia lalu menembak mati petugas spbu yang menyuruhnya   ,https://twitter.com/kompascom/status/1508017872131354627,"[('penembak', 'n'), ('kesal', 'n'), ('disuruh', None), ('pakai', 'n'), ('masker', 'n'), ('hak', 'n'), ('haknya', 'n'), ('dilanggar', 'n'), ('menembak', 'n'), ('mati', 'n'), ('petugas', 'n'), ('spbu', 'n'), ('menyuruhnya', 'n')]",FAKTA
1648169741000.0,2022-03-25 07:55:41,23343960,kompascom,Kompas.com,dengan mengandalkan masker wajah alami di rumah  impian kita memeroleh kulit wajah yang glowing bisa terwujud   ,https://twitter.com/kompascom/status/1507159247913594880,"[('mengandalkan', None), ('masker', 'n'), ('wajah', 'n'), ('alami', 'n'), ('rumah', 'n'), ('impian', None), ('memeroleh', 'n'), ('kulit', 'v'), ('wajah', None), ('glowing', 'v'), ('terwujud', 'n')]",FAKTA
1648119762000.0,2022-03-24 18:02:42,23343960,kompascom,Kompas.com,cara mencegah tbc bisa dengan sering cuci tangan dengan sabun dan air mengalir  pakai masker di tempat berisiko terjadi penularan  sampai vaksin bcg   ,https://twitter.com/kompascom/status/1506949624489123841,"[('mencegah', 'n'), ('tbc', 'n'), ('cuci', 'n'), ('tangan', 'n'), ('sabun', None), ('air', 'n'), ('mengalir', None), ('pakai', 'n'), ('masker', 'n'), ('berisiko', 'n'), ('penularan', 'n'), ('vaksin', 'n'), ('bcg', 'n')]",FAKTA
1648104363000.0,2022-03-24 13:46:03,23343960,kompascom,Kompas.com,hidup berdampingan dengan covid     pemerintah singapura membolehkan warganya tidak memakai masker di luar ruangan mulai    maret        ,https://twitter.com/kompascom/status/1506885035734933507,"[('hidup', 'n'), ('berdampingan', 'n'), ('covid', None), ('pemerintah', 'n'), ('singapura', 'n'), ('membolehkan', 'n'), ('warganya', 'n'), ('memakai', 'n'), ('masker', 'n'), ('ruangan', None), ('maret', 'n')]",FAKTA
1648044550000.0,2022-03-23 21:09:10,23343960,kompascom,Kompas.com,kepala brin sebut limbah masker problem serius di indonesia   gt  limbahmasker maskermedis covid   kompascom jernihkanharapan suarakompas  ,https://twitter.com/kompascom/status/1506634160026583043,"[('kepala', 'n'), ('brin', 'n'), ('limbah', 'v'), ('masker', 'n'), ('problem', 'n'), ('serius', 'n'), ('indonesia', 'n'), ('gt', 'n'), ('limbahmasker', 'n'), ('maskermedis', 'n'), ('covid', 'n'), ('kompascom', 'n'), ('jernihkanharapan', 'n'), ('suarakompas', 'n')]",FAKTA
1647947766000.0,2022-03-22 18:16:06,23343960,kompascom,Kompas.com, masker tetap dipakai  itu yang paling sangat membantu   kata budi   ,https://twitter.com/kompascom/status/1506228218054922242,"[('masker', 'n'), ('dipakai', 'n'), ('membantu', 'n'), ('budi', 'n')]",FAKTA
1647920344000.0,2022-03-22 10:39:04,23343960,kompascom,Kompas.com,pembagian masker itu dilakukan sebagai upaya pencegahan dari adanya pencemaran udara berupa debu batu bara yang berasal dari aktivitas pt kcn   ,https://twitter.com/kompascom/status/1506113204274929672,"[('pembagian', None), ('masker', 'n'), ('upaya', None), ('pencegahan', 'n'), ('pencemaran', 'n'), ('udara', None), ('debu', 'n'), ('batu', 'n'), ('bara', 'n'), ('berasal', 'n'), ('aktivitas', 'n'), ('pt', 'n'), ('kcn', 'n')]",FAKTA
1647864784000.0,2022-03-21 19:13:04,23343960,kompascom,Kompas.com,khususnya pada penggunaan masker medis  dapat berfungsi untuk menjunjang penampilan agar terlihat lebih menarik  tidak percaya   ,https://twitter.com/kompascom/status/1505880168186843136,"[('penggunaan', 'n'), ('masker', 'n'), ('medis', 'n'), ('berfungsi', 'n'), ('menjunjang', 'n'), ('penampilan', 'n'), ('menarik', 'n'), ('percaya', 'n')]",FAKTA
