created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1658223619000.0,2022-07-19 16:40:19,1444353323264462848,SlametKasan,Slamet Suhandoko Kasan Widjoyo,    virus covid    sars h n  h n   berawal dari negara china tiongkok semuanya itu berasal,https://twitter.com/SlametKasan/status/1549328268863881217,"[('virus', 'n'), ('covid', 'n'), ('sars', 'n'), ('h', 'v'), ('n', None), ('h', 'n'), ('n', None), ('negara', None), ('china', 'n'), ('tiongkok', 'n'), ('berasal', 'n')]",FAKTA
1657625273000.0,2022-07-12 18:27:53,1488712320495009792,SekuritasBahana,Bahana Sekuritas,pandemi covid    memang berasal dari china dan kini kembali merebak di china  terkait covid     pemerintah china punya langkah tegas dalam menangani wabah lewat kebijakan nol covid ,https://twitter.com/SekuritasBahana/status/1546818626220539906,"[('pandemi', 'n'), ('covid', 'n'), ('berasal', 'n'), ('china', 'n'), ('merebak', 'n'), ('china', 'n'), ('terkait', 'n'), ('covid', 'n'), ('pemerintah', 'n'), ('china', 'n'), ('langkah', 'n'), ('menangani', 'n'), ('wabah', 'n'), ('kebijakan', 'n'), ('nol', 'n'), ('covid', 'n')]",FAKTA
1657012560000.0,2022-07-05 16:16:00,241936971,FitRadioBandung,94.8 FM FIT Radio Bandung,mui mengeluarkan fatwa menetapkan vaksin covid    buatan cansino china  convidecia  adalah haram   hal ini dikarenakan dalam proses produksi vaksin cansino ternyata memanfaatkan bagian tubuh manusia  yaitu sel yg berasal dari ginjal embrio bayi manusia   staysafe stayfitforlife  ,https://twitter.com/FitRadioBandung/status/1544248719939362821,"[('mui', 'n'), ('mengeluarkan', 'n'), ('fatwa', 'n'), ('menetapkan', 'n'), ('vaksin', 'n'), ('covid', 'n'), ('buatan', 'n'), ('cansino', 'n'), ('china', 'n'), ('convidecia', 'n'), ('haram', 'n'), ('proses', 'v'), ('produksi', None), ('vaksin', 'n'), ('cansino', 'n'), ('memanfaatkan', 'n'), ('tubuh', 'n'), ('manusia', 'n'), ('sel', 'n'), ('yg', 'n'), ('berasal', 'n'), ('ginjal', None), ('embrio', 'n'), ('bayi', 'n'), ('manusia', 'n'), ('staysafe', None), ('stayfitforlife', 'n')]",FAKTA
1656701475000.0,2022-07-02 01:51:15,980097559736721408,AlbertSolo2,Albert Solo,badan kesehatan dunia who hingga saat ini masih melakukan penyelidikan terkait dari mana asal muasal virus corona atau covid    tersebut berasal  selama ini  sejumlah negara barat seperti amerika serikat dan uni eropa menuduh china adalah negara asal covid    tersebut ,https://twitter.com/AlbertSolo2/status/1542943936640978944,"[('badan', 'n'), ('kesehatan', 'n'), ('dunia', 'n'), ('who', None), ('penyelidikan', None), ('terkait', 'n'), ('muasal', 'n'), ('virus', 'n'), ('corona', 'n'), ('covid', 'n'), ('berasal', 'n'), ('negara', None), ('barat', 'n'), ('amerika', None), ('serikat', None), ('uni', None), ('eropa', 'n'), ('menuduh', 'n'), ('china', 'n'), ('negara', 'n'), ('covid', 'n')]",FAKTA
1656480507000.0,2022-06-29 12:28:27,1385409536148729858,OmegaF1998,Omega1998,   tka aseng yang berasal dari china awal mula covid  didatangkan lalu rakyat difitnah sebagai penyebar covid  migor langka  rakyat yang difitnah sebagai biang kelangkaan migor bukadraftrkuhp  bukadraftrkuhp,https://twitter.com/OmegaF1998/status/1542017129725427712,"[('tka', 'n'), ('aseng', 'n'), ('berasal', 'n'), ('china', 'n'), ('covid', 'n'), ('rakyat', 'n'), ('difitnah', 'n'), ('penyebar', 'n'), ('covid', 'n'), ('migor', 'n'), ('langka', 'n'), ('rakyat', 'n'), ('difitnah', 'n'), ('biang', 'n'), ('kelangkaan', 'v'), ('migor', None), ('bukadraftrkuhp', 'n'), ('bukadraftrkuhp', 'n')]",FAKTA
1656151930000.0,2022-06-25 17:12:10,980097559736721408,AlbertSolo2,Albert Solo,kasus harian covid    di wilayah khusus makau china kembali melonjak akibatnya pemerintah negara bekas protektorat portugal tersebut kembali menutup semua bisnis kecuali rumah judi di negara tersebut penghasilan utama makau china memang berasal dari pajak rumah judi ,https://twitter.com/AlbertSolo2/status/1540638977702895617,"[('harian', None), ('covid', 'n'), ('wilayah', 'n'), ('khusus', 'n'), ('makau', None), ('china', 'n'), ('melonjak', 'n'), ('akibatnya', 'n'), ('pemerintah', 'n'), ('negara', 'n'), ('bekas', 'n'), ('protektorat', 'n'), ('portugal', 'n'), ('menutup', None), ('bisnis', 'n'), ('kecuali', 'n'), ('rumah', 'n'), ('judi', 'n'), ('negara', 'n'), ('penghasilan', 'n'), ('utama', None), ('makau', 'n'), ('china', 'n'), ('berasal', 'n'), ('pajak', None), ('rumah', 'n'), ('judi', 'n')]",FAKTA
1655447199000.0,2022-06-17 13:26:39,980097559736721408,AlbertSolo2,Albert Solo,antisipasi masuknya virus omicron yang berasal dari luar korea utara  pemerintah korea utara larang keras warga negara asing  masuk ke wilayah mereka  termasuk turis asal china dan russia  yang merupakan sekutu terdekat korea utara  sejak dulu korea utara darurat covid   ,https://twitter.com/AlbertSolo2/status/1537683121688104960,"[('antisipasi', 'n'), ('masuknya', 'n'), ('virus', 'n'), ('omicron', 'n'), ('berasal', 'n'), ('korea', 'n'), ('utara', None), ('pemerintah', 'n'), ('korea', 'n'), ('utara', 'n'), ('larang', 'n'), ('keras', None), ('warga', 'n'), ('negara', None), ('asing', 'v'), ('masuk', 'n'), ('wilayah', 'n'), ('turis', 'n'), ('china', None), ('russia', 'n'), ('sekutu', 'n'), ('terdekat', 'n'), ('korea', 'n'), ('utara', None), ('korea', 'n'), ('utara', None), ('darurat', 'n'), ('covid', 'n')]",FAKTA
1654384829000.0,2022-06-05 06:20:29,459817858,mawardinurullah,HIPOTESIS,neocov disebut sebut sebagai varian baru dari covid    usai era omicron  varian ini dilaporkan berasal dari china  apakah kejang  berdarah yg akhir  ini melanda china berasal dr neocov ,https://twitter.com/mawardinurullah/status/1533227217995845632,"[('neocov', 'r'), ('varian', None), ('covid', 'n'), ('era', 'n'), ('omicron', 'n'), ('varian', None), ('dilaporkan', 'n'), ('berasal', 'n'), ('china', 'n'), ('kejang', 'n'), ('berdarah', 'n'), ('yg', 'n'), ('melanda', 'n'), ('china', 'n'), ('berasal', 'n'), ('dr', 'n'), ('neocov', 'n')]",FAKTA
1651067598000.0,2022-04-27 20:53:18,1450764175341277187,hazelhartley_,Azel,ni virus namanya covid soalnya berasal dari china  kalo dari bandung namanya jadi kangvid ,https://twitter.com/hazelhartley_/status/1519313743838330881,"[('ni', None), ('virus', 'n'), ('namanya', 'n'), ('covid', 'n'), ('berasal', 'n'), ('china', 'n'), ('kalo', 'n'), ('bandung', 'n'), ('namanya', None), ('kangvid', 'n')]",FAKTA
1650765607000.0,2022-04-24 09:00:07,1298198664100212736,GoodDoggo107,Good Doggo,covid     tiongkok daratan  mainland china  melaporkan    kasus kematian harian covid     semua berasal dari shanghai  ini merupakan peningkatan kematian harian terbesar sejak wabah wuhan      lalu  kasus harian bergejala berada di        terendah dalam   minggu terakhir ,https://twitter.com/GoodDoggo107/status/1518047101741010944,"[('covid', 'n'), ('tiongkok', 'n'), ('daratan', None), ('mainland', 'n'), ('china', 'n'), ('melaporkan', None), ('kematian', None), ('harian', 'n'), ('covid', 'n'), ('berasal', 'n'), ('shanghai', None), ('peningkatan', 'n'), ('kematian', None), ('harian', None), ('terbesar', 'n'), ('wabah', 'n'), ('wuhan', 'n'), ('harian', None), ('bergejala', 'n'), ('terendah', 'n'), ('minggu', 'n')]",FAKTA
