created_at,date,user_id,username,name,tweet,link,POS tagged,Label
1580339545000.0,2020-01-30 06:12:25,1364102923,Ariffajar46,Arif Fajar Pamungkas,fix  virus corona bisa menyebar lewat hp cina  tolong yang pakek hp cina dikondisikan ,https://twitter.com/Ariffajar46/status/1222658785442844675,"[('fix', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('cina', 'n'), ('tolong', 'n'), ('pakek', 'n'), ('hp', 'n'), ('cina', 'n'), ('dikondisikan', 'n')]",0
1580325131000.0,2020-01-30 02:12:11,1194649581130141696,AndiAlf2211,Andi Alfian, virus corona bisa menyebar lewat hp xiaomi  jadi kalo bersentuhan dengan hp xiaomi segera cuci tangan pake sabun bang bacotansantuy,https://twitter.com/AndiAlf2211/status/1222598328828850176,"[('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('kalo', 'n'), ('bersentuhan', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('cuci', 'n'), ('tangan', None), ('pake', 'n'), ('sabun', 'n'), ('bang', 'n'), ('bacotansantuy', 'n')]",0
1580303008000.0,2020-01-29 20:03:28,895339916174925824,mhmmd_khaedir,Khaedir,masa ada yang percaya sih virus corona menyebar lewat hp xiaomi  yaelah  gobloknya stadium berapa itu   parah bett,https://twitter.com/mhmmd_khaedir/status/1222505541160714240,"[('percaya', 'n'), ('sih', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('yaelah', 'n'), ('gobloknya', 'n'), ('stadium', 'n'), ('parah', 'n'), ('bett', 'n')]",1
1580299022000.0,2020-01-29 18:57:02,481141208,GiovanniFMandal,Mas Bendot,virus corona bukan menyebar lewat hp xiaomi tapi menyebar lewat mobil corola     karena sama  coro  ,https://twitter.com/GiovanniFMandal/status/1222488820605603840,"[('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('menyebar', 'n'), ('mobil', 'n'), ('corola', 'n'), ('coro', 'n')]",0
1580297134000.0,2020-01-29 18:25:34,1101571504460840960,difzein,Dif Zein,viral virus corona menyebar lewat hp xiaomi  ini penjelasan idi  ,https://twitter.com/difzein/status/1222480903726723077,"[('viral', None), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('penjelasan', 'n'), ('idi', 'n')]",1
1580295638000.0,2020-01-29 18:00:38,908262533131202561,Janahara_com,Janahara.com,waspada  virus corona menyebar lewat hp cina  benarkah     ,https://twitter.com/Janahara_com/status/1222474629136179202,"[('waspada', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('cina', 'n')]",1
1580295635000.0,2020-01-29 18:00:35,830184202737889281,endonesia_id,Endonesia.id,waspada  virus corona menyebar lewat hp cina  benarkah     ,https://twitter.com/endonesia_id/status/1222474614720344064,"[('waspada', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('cina', 'n')]",1
1580295576000.0,2020-01-29 17:59:36,1073072054767767552,bagerrrrrrr,bager,virus corona menyebar lewat hp xiomi,https://twitter.com/bagerrrrrrr/status/1222474366799081472,"[('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiomi', 'n')]",1
1580282876000.0,2020-01-29 14:27:56,163126674,RinaAnak_Bundaa,Rina Syafri,soal virus corona menyebar lewat hp xiaomi  ikatan dokter indonesia ingatkan hati hati barang impor   lewat ,https://twitter.com/RinaAnak_Bundaa/status/1222421101776490497,"[('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('ikatan', 'n'), ('dokter', 'n'), ('indonesia', 'n'), ('ingatkan', None), ('hati', 'n'), ('hati', 'n'), ('barang', 'n'), ('impor', 'n')]",1
1580276886000.0,2020-01-29 12:48:06,1140215810230640640,apasihlex_,Woy., wuhan jiayou   virus corona menyebar lewat hp cina ,https://twitter.com/apasihlex_/status/1222395975903391745,"[('wuhan', 'n'), ('jiayou', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('cina', 'n')]",1
1580272587000.0,2020-01-29 11:36:27,64635651,serambinews,Serambi Indonesia,viruscorona  xiaomi kominfo  akun facebook pineappel tampak mengunggah sebuah pesan bberantai di whatsapp yang menyebutkan bahwa virus corona dapat menyebar lewat hp xiaomi  bagaimana tanggapan kominfo   ,https://twitter.com/serambinews/status/1222377945353744384,"[('viruscorona', 'n'), ('xiaomi', 'n'), ('kominfo', 'n'), ('akun', 'n'), ('facebook', 'n'), ('pineappel', 'n'), ('mengunggah', 'n'), ('pesan', None), ('bberantai', 'n'), ('whatsapp', 'n'), ('virus', 'n'), ('corona', 'n'), ('menyebar', 'n'), ('hp', 'n'), ('xiaomi', 'n'), ('tanggapan', 'n'), ('kominfo', 'n')]",0
